dttm,value,anomalyScore,Likelihood Score,label
2014-04-06 16:09:00,95.458,0.0,0.0547993,0
2014-04-06 16:14:00,94.708,0.0,0.0445655,0
2014-04-06 16:19:00,93.5,0.0,0.0445655,0
2014-04-06 16:24:00,92.834,0.0,0.0445655,0
2014-04-06 16:29:00,93.542,0.0,0.0445655,0
2014-04-06 16:34:00,94.834,0.0,0.0445655,0
2014-04-06 16:39:00,93.666,0.0,0.0445655,0
2014-04-06 16:44:00,92.25,0.0,0.0445655,0
2014-04-06 16:49:00,93.1,0.0,0.0445655,0
2014-04-06 16:54:00,94.702,0.0,0.0445655,0
2014-04-06 16:59:00,95.072,0.0,0.0445655,0
2014-04-06 17:04:00,93.352,0.0,0.0445655,0
2014-04-06 17:09:00,95.542,0.0,0.0445655,0
2014-04-06 17:14:00,94.542,0.0,0.0445655,0
2014-04-06 17:19:00,95.084,0.0,0.0445655,0
2014-04-06 17:24:00,92.916,0.0,0.0445655,0
2014-04-06 17:29:00,91.124,0.0,0.0445655,0
2014-04-06 17:34:00,91.416,0.0,0.0445655,0
2014-04-06 17:39:00,94.25,0.0,0.0445655,0
2014-04-06 17:44:00,93.708,0.0,0.0445655,0
2014-04-06 17:49:00,92.584,0.0,0.0445655,0
2014-04-06 17:54:00,91.584,0.0,0.0445655,0
2014-04-06 17:59:00,90.458,0.0,0.0445655,0
2014-04-06 18:04:00,95.292,0.0,0.0445655,0
2014-04-06 18:09:00,93.958,0.0,0.0445655,0
2014-04-06 18:14:00,95.292,0.0,0.0445655,0
2014-04-06 18:19:00,94.5,0.0,0.0445655,0
2014-04-06 18:24:00,91.446,0.0,0.0445655,0
2014-04-06 18:29:00,93.654,0.0,0.0445655,0
2014-04-06 18:34:00,94.124,0.0,0.0445655,0
2014-04-06 18:39:00,94.416,0.0,0.0445655,0
2014-04-06 18:44:00,94.916,0.0,0.0445655,0
2014-04-06 18:49:00,96.126,0.0,0.0445655,0
2014-04-06 18:54:00,93.376,0.0,0.0445655,0
2014-04-06 18:59:00,94.944,0.0,0.0445655,0
2014-04-06 19:04:00,94.864,0.0,0.0445655,0
2014-04-06 19:09:00,94.9,0.0,0.0445655,0
2014-04-06 19:14:00,94.85,0.0,0.0445655,0
2014-04-06 19:19:00,92.548,0.0,0.0445655,0
2014-04-06 19:24:00,91.954,0.0,0.0445655,0
2014-04-06 19:29:00,95.084,0.0,0.0445655,0
2014-04-06 19:34:00,94.374,0.0,0.0445655,0
2014-04-06 19:39:00,92.792,0.0,0.0445655,0
2014-04-06 19:44:00,93.666,0.0,0.0445655,0
2014-04-06 19:49:00,95.166,0.0,0.0445655,0
2014-04-06 19:54:00,94.958,0.0,0.0445655,0
2014-04-06 19:59:00,92.374,0.0,0.0445655,0
2014-04-06 20:04:00,92.708,0.0,0.0445655,0
2014-04-06 20:09:00,91.508,0.0,0.0445655,0
2014-04-06 20:14:00,91.778,0.0,0.0445655,0
2014-04-06 20:19:00,91.63,0.0,0.0445655,0
2014-04-06 20:24:00,92.704,0.0,0.0445655,0
2014-04-06 20:29:00,96.466,0.0,0.0445655,0
2014-04-06 20:34:00,97.026,0.0,0.0445655,0
2014-04-06 20:39:00,93.988,0.0,0.0445655,0
2014-04-06 20:44:00,92.208,0.0,0.0445655,0
2014-04-06 20:49:00,92.876,0.0,0.0445655,0
2014-04-06 20:54:00,93.666,0.0,0.0445655,0
2014-04-06 20:59:00,95.148,0.0,0.0445655,0
2014-04-06 21:04:00,94.624,0.0,0.0445655,0
2014-04-06 21:09:00,93.084,0.0,0.0445655,0
2014-04-06 21:14:00,93.708,0.0,0.0445655,0
2014-04-06 21:19:00,94.078,0.0,0.0445655,0
2014-04-06 21:24:00,95.626,0.0,0.0445655,0
2014-04-06 21:29:00,94.458,0.0,0.0445655,0
2014-04-06 21:34:00,93.416,0.0,0.0445655,0
2014-04-06 21:39:00,94.792,0.0,0.0445655,0
2014-04-06 21:44:00,94.506,0.0,0.0445655,0
2014-04-06 21:49:00,94.084,0.0,0.0445655,0
2014-04-06 21:54:00,92.5,0.0,0.0445655,0
2014-04-06 21:59:00,93.75,0.0,0.0445655,0
2014-04-06 22:09:00,90.274,0.0,0.0445655,0
2014-04-06 22:14:00,94.41,0.0,0.0445655,0
2014-04-06 22:19:00,93.316,0.0,0.0445655,0
2014-04-06 22:24:00,95.274,0.0,0.0445655,0
2014-04-06 22:29:00,93.208,0.0,0.0445655,0
2014-04-06 22:34:00,94.98,0.0,0.0445655,0
2014-04-06 22:39:00,92.126,0.0,0.0445655,0
2014-04-06 22:44:00,93.338,0.0,0.0445655,0
2014-04-06 22:49:00,95.934,0.0,0.0445655,0
2014-04-06 22:54:00,94.626,0.0,0.0445655,0
2014-04-06 22:59:00,94.688,0.0,0.0445655,0
2014-04-06 23:04:00,96.24,0.0,0.0445655,0
2014-04-06 23:09:00,96.166,0.0,0.0445655,0
2014-04-06 23:14:00,93.792,0.0,0.0445655,0
2014-04-06 23:19:00,93.14,0.0,0.0445655,0
2014-04-06 23:24:00,94.44,0.0,0.0445655,0
2014-04-06 23:29:00,93.16,0.0,0.0445655,0
2014-04-06 23:34:00,93.458,0.0,0.0445655,0
2014-04-06 23:39:00,94.084,0.0,0.0445655,0
2014-04-06 23:44:00,94.988,0.0,0.0445655,0
2014-04-06 23:49:00,94.834,0.0,0.0445655,0
2014-04-06 23:54:00,92.208,0.0,0.0445655,0
2014-04-06 23:59:00,93.936,0.0,0.0445655,0
2014-04-07 00:04:00,95.042,0.0,0.0445655,0
2014-04-07 00:09:00,94.678,0.0,0.0445655,0
2014-04-07 00:14:00,94.334,0.0,0.0445655,0
2014-04-07 00:19:00,90.042,0.025,0.0547993,0
2014-04-07 00:24:00,89.768,0.025,0.0807567,0
2014-04-07 00:29:00,94.376,0.0,0.0807567,0
2014-04-07 00:34:00,92.534,0.0,0.0807567,0
2014-04-07 00:39:00,92.8,0.0,0.0807567,0
2014-04-07 00:44:00,95.166,0.0,0.0807567,0
2014-04-07 00:49:00,92.666,0.0,0.0807567,0
2014-04-07 00:54:00,91.0,0.0,0.0807567,0
2014-04-07 00:59:00,92.798,0.0,0.0807567,0
2014-04-07 01:04:00,90.208,0.025,0.0968005,0
2014-04-07 01:09:00,94.626,0.0,0.0807567,0
2014-04-07 01:14:00,93.334,0.0,0.0547993,0
2014-04-07 01:19:00,95.008,0.0,0.0547993,0
2014-04-07 01:24:00,93.296,0.0,0.0547993,0
2014-04-07 01:29:00,92.952,0.0,0.0547993,0
2014-04-07 01:34:00,94.166,0.0,0.0547993,0
2014-04-07 01:39:00,93.606,0.0,0.0547993,0
2014-04-07 01:44:00,90.542,0.0,0.0547993,0
2014-04-07 01:49:00,92.458,0.0,0.0547993,0
2014-04-07 01:54:00,93.958,0.0,0.0445655,0
2014-04-07 01:59:00,90.986,0.0,0.0445655,0
2014-04-07 02:04:00,90.5,0.0,0.0445655,0
2014-04-07 02:09:00,90.084,0.0,0.0445655,0
2014-04-07 02:14:00,91.792,0.0,0.0445655,0
2014-04-07 02:19:00,91.8075,0.0,0.0445655,0
2014-04-07 02:24:00,95.802,0.0,0.0445655,0
2014-04-07 02:29:00,93.642,0.0,0.0445655,0
2014-04-07 02:34:00,93.728,0.0,0.0445655,0
2014-04-07 02:39:00,91.542,0.0,0.0445655,0
2014-04-07 02:44:00,89.708,0.0,0.0445655,0
2014-04-07 02:49:00,95.084,0.0,0.0445655,0
2014-04-07 02:54:00,92.788,0.0,0.0445655,0
2014-04-07 02:59:00,92.416,0.0,0.0445655,0
2014-04-07 03:04:00,91.124,0.0,0.0445655,0
2014-04-07 03:09:00,94.666,0.0,0.0445655,0
2014-04-07 03:14:00,93.666,0.0,0.0445655,0
2014-04-07 03:19:00,95.874,0.0,0.0445655,0
2014-04-07 03:24:00,95.376,0.0,0.0445655,0
2014-04-07 03:29:00,93.334,0.0,0.0445655,0
2014-04-07 03:34:00,91.292,0.0,0.0445655,0
2014-04-07 03:39:00,91.792,0.0,0.0445655,0
2014-04-07 03:44:00,94.666,0.0,0.0445655,0
2014-04-07 03:49:00,93.0,0.0,0.0445655,0
2014-04-07 03:54:00,95.084,0.0,0.0445655,0
2014-04-07 03:59:00,93.334,0.0,0.0445655,0
2014-04-07 04:04:00,95.304,0.0,0.0445655,0
2014-04-07 04:09:00,95.25,0.0,0.0445655,0
2014-04-07 04:14:00,91.936,0.0,0.0445655,0
2014-04-07 04:19:00,91.094,0.0,0.0445655,0
2014-04-07 04:24:00,91.904,0.0,0.0445655,0
2014-04-07 04:29:00,96.308,0.0,0.0445655,0
2014-04-07 04:34:00,93.346,0.0,0.0445655,0
2014-04-07 04:39:00,91.916,0.0,0.0445655,0
2014-04-07 04:44:00,92.416,0.0,0.0445655,0
2014-04-07 04:49:00,94.208,0.0,0.0445655,0
2014-04-07 04:54:00,93.25,0.0,0.0445655,0
2014-04-07 04:59:00,94.458,0.0,0.0445655,0
2014-04-07 05:04:00,92.14,0.0,0.0445655,0
2014-04-07 05:09:00,94.604,0.0,0.0445655,0
2014-04-07 05:14:00,95.268,0.0,0.0445655,0
2014-04-07 05:19:00,94.808,0.0,0.0445655,0
2014-04-07 05:24:00,93.042,0.0,0.0445655,0
2014-04-07 05:29:00,96.426,0.0,0.0445655,0
2014-04-07 05:34:00,95.946,0.0,0.0445655,0
2014-04-07 05:39:00,92.792,0.0,0.0445655,0
2014-04-07 05:44:00,94.458,0.0,0.0445655,0
2014-04-07 05:49:00,95.806,0.0,0.0445655,0
2014-04-07 05:54:00,95.124,0.0,0.0445655,0
2014-04-07 05:59:00,95.75,0.0,0.0445655,0
2014-04-07 06:04:00,91.124,0.0,0.0445655,0
2014-04-07 06:09:00,90.982,0.0,0.0445655,0
2014-04-07 06:14:00,92.166,0.0,0.0445655,0
2014-04-07 06:19:00,96.25,0.0,0.0445655,0
2014-04-07 06:24:00,94.166,0.0,0.0445655,0
2014-04-07 06:29:00,93.584,0.0,0.0445655,0
2014-04-07 06:34:00,89.792,0.0,0.0445655,0
2014-04-07 06:39:00,89.166,0.0,0.0445655,0
2014-04-07 06:44:00,92.762,0.0,0.0445655,0
2014-04-07 06:49:00,90.0,0.0,0.0445655,0
2014-04-07 06:54:00,90.25,0.0,0.0445655,0
2014-04-07 06:59:00,90.458,0.0,0.0445655,0
2014-04-07 07:04:00,88.11,0.0,0.0445655,0
2014-04-07 07:09:00,90.54,0.0,0.0445655,0
2014-04-07 07:14:00,91.258,0.0,0.0445655,0
2014-04-07 07:19:00,90.334,0.0,0.0445655,0
2014-04-07 07:24:00,94.834,0.0,0.0445655,0
2014-04-07 07:29:00,93.416,0.0,0.0445655,0
2014-04-07 07:34:00,93.0,0.0,0.0445655,0
2014-04-07 07:39:00,92.916,0.0,0.0445655,0
2014-04-07 07:44:00,92.584,0.0,0.0445655,0
2014-04-07 07:49:00,93.802,0.0,0.0445655,0
2014-04-07 07:54:00,92.416,0.0,0.0445655,0
2014-04-07 07:59:00,95.166,0.0,0.0445655,0
2014-04-07 08:04:00,92.584,0.0,0.0445655,0
2014-04-07 08:09:00,92.314,0.0,0.0445655,0
2014-04-07 08:14:00,92.216,0.0,0.0445655,0
2014-04-07 08:19:00,92.28,0.0,0.0445655,0
2014-04-07 08:24:00,92.5,0.0,0.0445655,0
2014-04-07 08:29:00,93.334,0.0,0.0445655,0
2014-04-07 08:34:00,93.542,0.0,0.0445655,0
2014-04-07 08:39:00,95.512,0.0,0.0445655,0
2014-04-07 08:44:00,95.792,0.0,0.0445655,0
2014-04-07 08:49:00,91.376,0.0,0.0445655,0
2014-04-07 08:54:00,93.358,0.0,0.0445655,0
2014-04-07 08:59:00,96.0,0.0,0.0445655,0
2014-04-07 09:04:00,94.708,0.0,0.0445655,0
2014-04-07 09:09:00,95.75,0.0,0.0445655,0
2014-04-07 09:14:00,94.458,0.0,0.0445655,0
2014-04-07 09:19:00,95.458,0.0,0.0445655,0
2014-04-07 09:24:00,96.5,0.0,0.0445655,0
2014-04-07 09:29:00,94.518,0.0,0.0445655,0
2014-04-07 09:34:00,93.666,0.0,0.0445655,0
2014-04-07 09:39:00,94.25,0.0,0.0445655,0
2014-04-07 09:44:00,92.75,0.0,0.0445655,0
2014-04-07 09:49:00,93.374,0.0,0.0445655,0
2014-04-07 09:54:00,93.376,0.0,0.0445655,0
2014-04-07 09:59:00,93.0,0.0,0.0445655,0
2014-04-07 10:04:00,94.044,0.0,0.0445655,0
2014-04-07 10:09:00,90.94,0.0,0.0445655,0
2014-04-07 10:14:00,90.666,0.0,0.0445655,0
2014-04-07 10:19:00,91.708,0.0,0.0445655,0
2014-04-07 10:24:00,94.916,0.0,0.0445655,0
2014-04-07 10:29:00,93.958,0.0,0.0445655,0
2014-04-07 10:34:00,94.084,0.0,0.0445655,0
2014-04-07 10:39:00,92.958,0.0,0.0445655,0
2014-04-07 10:44:00,91.25,0.0,0.0445655,0
2014-04-07 10:49:00,92.676,0.0,0.0445655,0
2014-04-07 10:54:00,91.896,0.0,0.0445655,0
2014-04-07 10:59:00,96.542,0.0,0.0445655,0
2014-04-07 11:04:00,94.25,0.0,0.0445655,0
2014-04-07 11:09:00,92.292,0.0,0.0445655,0
2014-04-07 11:14:00,95.834,0.0,0.0445655,0
2014-04-07 11:19:00,96.384,0.0,0.0445655,0
2014-04-07 11:24:00,96.126,0.0,0.0445655,0
2014-04-07 11:29:00,94.834,0.0,0.0445655,0
2014-04-07 11:34:00,93.792,0.0,0.0445655,0
2014-04-07 11:39:00,94.208,0.0,0.0445655,0
2014-04-07 11:44:00,94.958,0.0,0.0445655,0
2014-04-07 11:49:00,92.068,0.0,0.0445655,0
2014-04-07 11:54:00,92.374,0.0,0.0445655,0
2014-04-07 11:59:00,95.042,0.0,0.0445655,0
2014-04-07 12:04:00,94.584,0.0,0.0445655,0
2014-04-07 12:09:00,94.91,0.0,0.0445655,0
2014-04-07 12:19:00,95.775,0.0,0.0445655,0
2014-04-07 12:24:00,95.284,0.0,0.0445655,0
2014-04-07 12:29:00,93.71,0.0,0.0445655,0
2014-04-07 12:34:00,93.452,0.0,0.0445655,0
2014-04-07 12:39:00,94.278,0.0,0.0445655,0
2014-04-07 12:44:00,93.834,0.0,0.0445655,0
2014-04-07 12:49:00,96.042,0.0,0.0445655,0
2014-04-07 12:54:00,93.334,0.0,0.0445655,0
2014-04-07 12:59:00,94.584,0.0,0.0445655,0
2014-04-07 13:04:00,92.75,0.0,0.0445655,0
2014-04-07 13:09:00,95.75,0.0,0.0445655,0
2014-04-07 13:14:00,94.334,0.0,0.0445655,0
2014-04-07 13:19:00,94.792,0.0,0.0445655,0
2014-04-07 13:24:00,94.376,0.0,0.0445655,0
2014-04-07 13:29:00,95.208,0.0,0.0445655,0
2014-04-07 13:34:00,91.042,0.025,0.0547993,0
2014-04-07 13:39:00,91.208,0.0,0.0547993,0
2014-04-07 13:44:00,94.248,0.0,0.0547993,0
2014-04-07 13:49:00,92.66,0.0,0.0547993,0
2014-04-07 13:54:00,91.19,0.0,0.0547993,0
2014-04-07 13:59:00,93.038,0.0,0.0547993,0
2014-04-07 14:04:00,91.464,0.025,0.0807567,0
2014-04-07 14:09:00,90.118,0.0,0.0807567,0
2014-04-07 14:14:00,92.17,0.0,0.0807567,0
2014-04-07 14:19:00,91.458,0.0,0.0807567,0
2014-04-07 14:24:00,87.424,0.025,0.0807567,0
2014-04-07 14:29:00,90.958,0.0,0.0807567,0
2014-04-07 14:34:00,94.666,0.0,0.0807567,0
2014-04-07 14:39:00,93.09,0.0,0.0807567,0
2014-04-07 14:44:00,91.792,0.0,0.0807567,0
2014-04-07 14:49:00,91.708,0.0,0.0807567,0
2014-04-07 14:54:00,91.5,0.0,0.0547993,0
2014-04-07 14:59:00,88.84,0.0,0.0547993,0
2014-04-07 15:04:00,93.434,0.0,0.0547993,0
2014-04-07 15:09:00,92.64,0.0,0.0547993,0
2014-04-07 15:14:00,92.454,0.0,0.0445655,0
2014-04-07 15:19:00,91.13,0.0,0.0445655,0
2014-04-07 15:24:00,88.792,0.025,0.0547993,0
2014-04-07 15:29:00,92.084,0.0,0.0547993,0
2014-04-07 15:34:00,87.952,0.025,0.0807567,0
2014-04-07 15:39:00,91.126,0.0,0.0807567,0
2014-04-07 15:44:00,93.334,0.0,0.0807567,0
2014-04-07 15:49:00,94.916,0.0,0.0807567,0
2014-04-07 15:54:00,91.0,0.0,0.0807567,0
2014-04-07 15:59:00,91.242,0.0,0.0807567,0
2014-04-07 16:04:00,93.126,0.025,0.0968005,0
2014-04-07 16:09:00,91.76,0.0,0.0968005,0
2014-04-07 16:14:00,93.372,0.0,0.0807567,0
2014-04-07 16:19:00,93.292,0.0,0.0807567,0
2014-04-07 16:24:00,92.278,0.0,0.0547993,0
2014-04-07 16:29:00,92.61,0.0,0.0547993,0
2014-04-07 16:34:00,89.402,0.0,0.0547993,0
2014-04-07 16:39:00,89.22,0.0,0.0547993,0
2014-04-07 16:44:00,91.666,0.0,0.0547993,0
2014-04-07 16:49:00,95.25,0.0,0.0547993,0
2014-04-07 16:54:00,89.99,0.0,0.0445655,0
2014-04-07 16:59:00,92.292,0.0,0.0445655,0
2014-04-07 17:04:00,90.0,0.0,0.0445655,0
2014-04-07 17:09:00,89.742,0.0,0.0445655,0
2014-04-07 17:14:00,94.734,0.0,0.0445655,0
2014-04-07 17:19:00,92.83,0.0,0.0445655,0
2014-04-07 17:24:00,91.5,0.0,0.0445655,0
2014-04-07 17:29:00,93.334,0.0,0.0445655,0
2014-04-07 17:34:00,93.318,0.0,0.0445655,0
2014-04-07 17:39:00,93.692,0.0,0.0445655,0
2014-04-07 17:44:00,93.166,0.0,0.0445655,0
2014-04-07 17:49:00,95.126,0.0,0.0445655,0
2014-04-07 17:54:00,95.292,0.0,0.0445655,0
2014-04-07 17:59:00,93.126,0.0,0.0445655,0
2014-04-07 18:04:00,95.416,0.0,0.0445655,0
2014-04-07 18:09:00,95.25,0.0,0.0445655,0
2014-04-07 18:14:00,93.508,0.0,0.0445655,0
2014-04-07 18:19:00,94.874,0.0,0.0445655,0
2014-04-07 18:24:00,92.958,0.0,0.0445655,0
2014-04-07 18:29:00,88.458,0.0,0.0445655,0
2014-04-07 18:34:00,94.334,0.0,0.0445655,0
2014-04-07 18:39:00,96.208,0.0,0.0445655,0
2014-04-07 18:44:00,93.666,0.0,0.0445655,0
2014-04-07 18:49:00,91.674,0.0,0.0445655,0
2014-04-07 18:54:00,94.518,0.0,0.0445655,0
2014-04-07 18:59:00,95.084,0.0,0.0445655,0
2014-04-07 19:04:00,91.606,0.0,0.0445655,0
2014-04-07 19:09:00,93.322,0.0,0.0445655,0
2014-04-07 19:14:00,94.25,0.0,0.0445655,0
2014-04-07 19:19:00,93.25,0.0,0.0445655,0
2014-04-07 19:24:00,91.666,0.0,0.0445655,0
2014-04-07 19:29:00,95.334,0.0,0.0445655,0
2014-04-07 19:34:00,95.292,0.0,0.0445655,0
2014-04-07 19:39:00,94.924,0.0,0.0445655,0
2014-04-07 19:44:00,93.958,0.0,0.0445655,0
2014-04-07 19:49:00,93.454,0.0,0.0445655,0
2014-04-07 19:54:00,92.584,0.0,0.0445655,0
2014-04-07 19:59:00,94.166,0.0,0.0445655,0
2014-04-07 20:04:00,93.594,0.0,0.0445655,0
2014-04-07 20:09:00,97.218,0.0,0.0445655,0
2014-04-07 20:14:00,94.208,0.0,0.0445655,0
2014-04-07 20:19:00,94.084,0.0,0.0445655,0
2014-04-07 20:24:00,95.274,0.0,0.0445655,0
2014-04-07 20:29:00,92.544,0.0,0.0445655,0
2014-04-07 20:34:00,93.916,0.0,0.0445655,0
2014-04-07 20:39:00,94.958,0.0,0.0445655,0
2014-04-07 20:44:00,93.5,0.0,0.0445655,0
2014-04-07 20:49:00,94.584,0.0,0.0445655,0
2014-04-07 20:54:00,92.542,0.0,0.0445655,0
2014-04-07 20:59:00,93.208,0.0,0.0445655,0
2014-04-07 21:04:00,87.398,0.025,0.0547993,0
2014-04-07 21:09:00,94.962,0.0,0.0547993,0
2014-04-07 21:14:00,96.124,0.0,0.0547993,0
2014-04-07 21:19:00,93.506,0.0,0.0547993,0
2014-04-07 21:24:00,93.25,0.0,0.0547993,0
2014-04-07 21:29:00,94.348,0.0,0.0547993,0
2014-04-07 21:34:00,95.084,0.0,0.0547993,0
2014-04-07 21:39:00,92.91,0.0,0.0547993,0
2014-04-07 21:44:00,93.5,0.0,0.0547993,0
2014-04-07 21:49:00,92.598,0.0,0.0547993,0
2014-04-07 21:54:00,95.334,0.0,0.0445655,0
2014-04-07 21:59:00,92.792,0.0,0.0445655,0
2014-04-07 22:04:00,91.458,0.0,0.0445655,0
2014-04-07 22:09:00,91.22,0.0,0.0445655,0
2014-04-07 22:14:00,91.506,0.0,0.0445655,0
2014-04-07 22:19:00,94.884,0.0,0.0445655,0
2014-04-07 22:24:00,94.65,0.0,0.0445655,0
2014-04-07 22:29:00,93.982,0.0,0.0445655,0
2014-04-07 22:34:00,95.138,0.0,0.0445655,0
2014-04-07 22:39:00,94.166,0.0,0.0445655,0
2014-04-07 22:44:00,95.188,0.0,0.0445655,0
2014-04-07 22:49:00,96.542,0.0,0.0445655,0
2014-04-07 22:54:00,94.292,0.0,0.0445655,0
2014-04-07 22:59:00,93.144,0.0,0.0445655,0
2014-04-07 23:04:00,91.946,0.0,0.0445655,0
2014-04-07 23:09:00,91.504,0.0,0.0445655,0
2014-04-07 23:14:00,91.958,0.0,0.0445655,0
2014-04-07 23:19:00,93.75,0.0,0.0445655,0
2014-04-07 23:24:00,93.708,0.0,0.0445655,0
2014-04-07 23:29:00,92.958,0.0,0.0445655,0
2014-04-07 23:34:00,92.916,0.0,0.0445655,0
2014-04-07 23:39:00,92.62,0.0,0.0445655,0
2014-04-07 23:44:00,93.626,0.0,0.0445655,0
2014-04-07 23:49:00,94.788,0.0,0.0445655,0
2014-04-07 23:54:00,93.542,0.0,0.0445655,0
2014-04-07 23:59:00,92.606,0.0,0.0445655,0
2014-04-08 00:04:00,92.94,0.0,0.0445655,0
2014-04-08 00:09:00,96.292,0.0,0.0445655,0
2014-04-08 00:14:00,96.458,0.0,0.0445655,0
2014-04-08 00:19:00,94.626,0.0,0.0445655,0
2014-04-08 00:24:00,94.584,0.0,0.0445655,0
2014-04-08 00:29:00,92.792,0.0,0.0445655,0
2014-04-08 00:34:00,90.748,0.0,0.0445655,0
2014-04-08 00:39:00,95.814,0.0,0.0445655,0
2014-04-08 00:44:00,95.458,0.0,0.0445655,0
2014-04-08 00:49:00,95.5,0.0,0.0445655,0
2014-04-08 00:54:00,93.0,0.0,0.0445655,0
2014-04-08 00:59:00,92.792,0.0,0.0445655,0
2014-04-08 01:04:00,92.096,0.0,0.0445655,0
2014-04-08 01:09:00,96.0,0.0,0.0445655,0
2014-04-08 01:14:00,94.998,0.0,0.0445655,0
2014-04-08 01:19:00,92.792,0.0,0.0445655,0
2014-04-08 01:24:00,93.586,0.0,0.0445655,0
2014-04-08 01:29:00,94.56,0.0,0.0445655,0
2014-04-08 01:34:00,93.584,0.0,0.0445655,0
2014-04-08 01:39:00,93.542,0.0,0.0445655,0
2014-04-08 01:44:00,93.25,0.0,0.0445655,0
2014-04-08 01:49:00,95.208,0.0,0.0445655,0
2014-04-08 01:54:00,94.126,0.0,0.0445655,0
2014-04-08 01:59:00,91.708,0.0,0.0445655,0
2014-04-08 02:04:00,90.5,0.0,0.0445655,0
2014-04-08 02:09:00,90.876,0.0,0.0445655,0
2014-04-08 02:14:00,87.374,0.05,0.0807567,0
2014-04-08 02:19:00,88.084,0.0,0.0807567,0
2014-04-08 02:24:00,89.0,0.0,0.0807567,0
2014-04-08 02:29:00,94.516,0.0,0.0807567,0
2014-04-08 02:34:00,94.292,0.0,0.0807567,0
2014-04-08 02:39:00,91.916,0.0,0.0807567,0
2014-04-08 02:44:00,90.208,0.0,0.0807567,0
2014-04-08 02:49:00,94.126,0.0,0.0807567,0
2014-04-08 02:54:00,92.834,0.0,0.0807567,0
2014-04-08 02:59:00,94.166,0.0,0.0807567,0
2014-04-08 03:04:00,94.666,0.0,0.0445655,0
2014-04-08 03:09:00,94.834,0.0,0.0445655,0
2014-04-08 03:14:00,92.876,0.0,0.0445655,0
2014-04-08 03:19:00,92.222,0.0,0.0445655,0
2014-04-08 03:24:00,95.334,0.0,0.0445655,0
2014-04-08 03:29:00,93.5,0.0,0.0445655,0
2014-04-08 03:34:00,94.042,0.0,0.0445655,0
2014-04-08 03:39:00,96.922,0.0,0.0445655,0
2014-04-08 03:44:00,93.5,0.0,0.0445655,0
2014-04-08 03:49:00,93.206,0.0,0.0445655,0
2014-04-08 03:54:00,96.318,0.0,0.0445655,0
2014-04-08 03:59:00,93.876,0.0,0.0445655,0
2014-04-08 04:04:00,93.666,0.0,0.0445655,0
2014-04-08 04:09:00,92.834,0.0,0.0445655,0
2014-04-08 04:14:00,94.916,0.0,0.0445655,0
2014-04-08 04:19:00,93.75,0.0,0.0445655,0
2014-04-08 04:24:00,94.25,0.0,0.0445655,0
2014-04-08 04:29:00,93.54,0.0,0.0445655,0
2014-04-08 04:34:00,89.81,0.0,0.0445655,0
2014-04-08 04:39:00,91.666,0.0,0.0445655,0
2014-04-08 04:44:00,92.474,0.0,0.0445655,0
2014-04-08 04:49:00,93.376,0.0,0.0445655,0
2014-04-08 04:54:00,92.718,0.0,0.0445655,0
2014-04-08 04:59:00,93.126,0.0,0.0445655,0
2014-04-08 05:04:00,92.838,0.0,0.0445655,0
2014-04-08 05:09:00,95.844,0.0,0.0445655,0
2014-04-08 05:14:00,93.488,0.0,0.0445655,0
2014-04-08 05:19:00,93.63,0.0,0.0445655,0
2014-04-08 05:24:00,93.92,0.0,0.0445655,0
2014-04-08 05:29:00,94.0,0.0,0.0445655,0
2014-04-08 05:34:00,95.024,0.0,0.0445655,0
2014-04-08 05:39:00,94.792,0.0,0.0445655,0
2014-04-08 05:44:00,95.374,0.0,0.0445655,0
2014-04-08 05:49:00,93.042,0.0,0.0445655,0
2014-04-08 05:54:00,91.958,0.0,0.0445655,0
2014-04-08 05:59:00,94.76,0.0,0.0445655,0
2014-04-08 06:04:00,93.542,0.0,0.0445655,0
2014-04-08 06:09:00,94.472,0.0,0.0445655,0
2014-04-08 06:14:00,94.99,0.0,0.0445655,0
2014-04-08 06:19:00,91.624,0.0,0.0445655,0
2014-04-08 06:24:00,94.958,0.0,0.0445655,0
2014-04-08 06:29:00,94.124,0.0,0.0445655,0
2014-04-08 06:34:00,91.958,0.0,0.0445655,0
2014-04-08 06:39:00,90.504,0.0,0.0445655,0
2014-04-08 06:44:00,92.5,0.0,0.0445655,0
2014-04-08 06:49:00,92.626,0.0,0.0445655,0
2014-04-08 06:54:00,90.666,0.0,0.0445655,0
2014-04-08 06:59:00,92.124,0.0,0.0445655,0
2014-04-08 07:04:00,91.542,0.0,0.0445655,0
2014-04-08 07:09:00,90.834,0.0,0.0445655,0
2014-04-08 07:14:00,93.166,0.0,0.0445655,0
2014-04-08 07:19:00,94.292,0.0,0.0445655,0
2014-04-08 07:24:00,93.75,0.0,0.0445655,0
2014-04-08 07:29:00,94.166,0.0,0.0445655,0
2014-04-08 07:34:00,90.834,0.0,0.0445655,0
2014-04-08 07:39:00,91.558,0.0,0.0445655,0
2014-04-08 07:44:00,89.832,0.0,0.0445655,0
2014-04-08 07:49:00,90.082,0.0,0.0445655,0
2014-04-08 07:54:00,92.084,0.0,0.0445655,0
2014-04-08 07:59:00,90.834,0.0,0.0445655,0
2014-04-08 08:04:00,93.274,0.0,0.0445655,0
2014-04-08 08:09:00,94.694,0.0,0.0445655,0
2014-04-08 08:14:00,94.126,0.0,0.0445655,0
2014-04-08 08:19:00,92.166,0.0,0.0445655,0
